lat,long,diameter
19,19,43.23327019404407
17,1955,39.7823673768393
17,2682,36.47650372840365
16,7661,37.7459276023076
17,6155,43.46823534935576
15,1697,28.501347854812654
17,4888,34.13230410377644
17,1476,36.97917347704738
6,7643,5.970821321441846
14,1247,24.148368712786887
18,1626,30.29860907292697
13,2757,22.397686948112614
21,5312,36.319088209172165
16,5363,32.897623212397704
18,5651,30.984231743425763
14,5757,30.024216853608277
18,6232,37.86380497746883
21,6411,48.37576131931392
14,6701,19.83509564693766
11,7446,16.85029431422316
29,294,43.585242924008845
16,331,20.090219901261573
19,687,20.529059630371258
12,1048,15.99753570059363
7,1454,5.863230142835039
16,2018,18.881394877652593
16,2038,18.159544104586082
15,3335,20.310825007719227
7,3564,7.136496464611085
17,3822,20.65272978291924
18,4584,29.316150714175198
11,4824,12.514330345744634
12,5016,14.884343478431232
7,5133,7.653039857325812
30,5453,45.06458780298101
16,5796,20.806283791440396
15,6541,23.96311821686732
15,7013,24.384480051691096
7,7379,10.881694613449236
7,757,4.370193722368317
7,1081,4.068428945128219
7,1115,4.787307364817192
7,1297,4.918490759365935
7,1408,5.170882945826411
7,1878,5.641895835477563
7,2830,5.292567428401227
7,2859,5.4115163798060095
7,3206,4.068428945128219
7,3488,6.076507779746499
7,3612,6.863662517577698
7,3797,7.399277020331919
7,4678,6.180387232371033
7,5176,4.068428945128219
8,5953,4.222008245644752
7,5976,6.383076486422923
7,6334,4.787307364817192
18,6815,24.17471718621419
8,7034,5.970821321441846
7,7093,5.170882945826411
7,91,4.652426491681278
18,6314,15.306079714651624
15,1866,6.383076486422923
11,5007,4.51351666838205
11,7029,4.787307364817192
19,3857,18.36868202552426
15,82,5.641895835477563
19,5134,15.99753570059363
16,5668,5.970821321441846
16,5972,7.136496464611085
18,7384,14.093451279891855
16,94,8.214724333230155
19,73,9.440697438826296
17,2048,6.282549314314218
22,5067,13.351162356249091
17,6871,8.058239062071396
18,1538,5.641895835477563
17,1879,7.817640190446719
18,5084,5.527906391541368
17,7456,4.787307364817192
23,2724,15.26443044094783
21,2895,11.340070282773887
21,5583,7.48482063701911
34,1206,33.43507619667515
